## Primary energy production by region (in TJ/year)
## data from The Shift Project Data Portal 
## (http://www.tsp-data-portal.org, accessed 2016-01-05)
## Missing data assumed zero.
## [SOURCES: Etemad & Luciani (1900-1980), 
##  US EIA Historical Statistics (1981-2010)]
"year","source","region","TJ"
1990,"Other Renewables","Africa",4884.3
1991,"Other Renewables","Africa",4819.5
1992,"Other Renewables","Africa",4754.7
1993,"Other Renewables","Africa",4054.5
1994,"Other Renewables","Africa",3708.9
1995,"Other Renewables","Africa",4180.9
1996,"Other Renewables","Africa",4767.7
1997,"Other Renewables","Africa",5110
1998,"Other Renewables","Africa",5963.2
1999,"Other Renewables","Africa",6733.3
2000,"Other Renewables","Africa",9138.1
2001,"Other Renewables","Africa",10294.1
2002,"Other Renewables","Africa",9847.7
2003,"Other Renewables","Africa",11874.5
2004,"Other Renewables","Africa",13801.5
2005,"Other Renewables","Africa",13815.9
2006,"Other Renewables","Africa",16713.9
2007,"Other Renewables","Africa",15795.2
2008,"Other Renewables","Africa",17451.2
2009,"Other Renewables","Africa",19749.6
2010,"Other Renewables","Africa",24145.2
2011,"Other Renewables","Africa",25418.2
2012,"Other Renewables","Africa",24256.3
2013,"Other Renewables","Africa",28351.6
2014,"Other Renewables","Africa",30792.3
1975,"Other Renewables","Central and South America",259.2
1976,"Other Renewables","Central and South America",1008
1977,"Other Renewables","Central and South America",1440
1978,"Other Renewables","Central and South America",1407.6
1979,"Other Renewables","Central and South America",1411.2
1980,"Other Renewables","Central and South America",94632.9
1981,"Other Renewables","Central and South America",105610.1
1982,"Other Renewables","Central and South America",143573.2
1983,"Other Renewables","Central and South America",188998.6
1984,"Other Renewables","Central and South America",262127.9
1985,"Other Renewables","Central and South America",271704.2
1986,"Other Renewables","Central and South America",245230.5
1987,"Other Renewables","Central and South America",266814.3
1988,"Other Renewables","Central and South America",272712
1989,"Other Renewables","Central and South America",277047.2
1990,"Other Renewables","Central and South America",281754.7
1991,"Other Renewables","Central and South America",302530.4
1992,"Other Renewables","Central and South America",289175.9
1993,"Other Renewables","Central and South America",278372.9
1994,"Other Renewables","Central and South America",305465.5
1995,"Other Renewables","Central and South America",310808.6
1996,"Other Renewables","Central and South America",344827
1997,"Other Renewables","Central and South America",377267.6
1998,"Other Renewables","Central and South America",344700.7
1999,"Other Renewables","Central and South America",327295
2000,"Other Renewables","Central and South America",279142.5
2001,"Other Renewables","Central and South America",305046.4
2002,"Other Renewables","Central and South America",339214.7
2003,"Other Renewables","Central and South America",388752.4
2004,"Other Renewables","Central and South America",396400.7
2005,"Other Renewables","Central and South America",434027.2
2006,"Other Renewables","Central and South America",502866.5
2007,"Other Renewables","Central and South America",646446.6
2008,"Other Renewables","Central and South America",802045.6
2009,"Other Renewables","Central and South America",836018.6
2010,"Other Renewables","Central and South America",948024.7
2011,"Other Renewables","Central and South America",886108.8
2012,"Other Renewables","Central and South America",931354.8
2013,"Other Renewables","Central and South America",1069473.2
2014,"Other Renewables","Central and South America",1183977.2
1989,"Other Renewables","Eurasia",93.6
1990,"Other Renewables","Eurasia",97.2
1991,"Other Renewables","Eurasia",104.4
1992,"Other Renewables","Eurasia",6771.6
1993,"Other Renewables","Eurasia",6422.4
1994,"Other Renewables","Eurasia",5904
1995,"Other Renewables","Eurasia",5814
1996,"Other Renewables","Eurasia",5724
1997,"Other Renewables","Eurasia",5655.6
1998,"Other Renewables","Eurasia",5641.2
1999,"Other Renewables","Eurasia",7642.8
2000,"Other Renewables","Eurasia",9439.2
2001,"Other Renewables","Eurasia",10792.8
2002,"Other Renewables","Eurasia",10922.4
2003,"Other Renewables","Eurasia",8233.2
2004,"Other Renewables","Eurasia",9056.2
2005,"Other Renewables","Eurasia",12822.3
2006,"Other Renewables","Eurasia",14079.1
2007,"Other Renewables","Eurasia",12910.7
2008,"Other Renewables","Eurasia",18364.9
2009,"Other Renewables","Eurasia",23427.6
2010,"Other Renewables","Eurasia",25550.3
2011,"Other Renewables","Eurasia",27315.7
2012,"Other Renewables","Eurasia",31981.8
2013,"Other Renewables","Eurasia",31770
2014,"Other Renewables","Eurasia",37343.1
1990,"Other Renewables","Middle East",3.6
1991,"Other Renewables","Middle East",3.6
1992,"Other Renewables","Middle East",3.6
1993,"Other Renewables","Middle East",3.6
1994,"Other Renewables","Middle East",3.6
1995,"Other Renewables","Middle East",3.6
1996,"Other Renewables","Middle East",3.6
1997,"Other Renewables","Middle East",10.8
1998,"Other Renewables","Middle East",10.8
1999,"Other Renewables","Middle East",10.8
2000,"Other Renewables","Middle East",144
2001,"Other Renewables","Middle East",169.2
2002,"Other Renewables","Middle East",176.4
2003,"Other Renewables","Middle East",172.8
2004,"Other Renewables","Middle East",241.2
2005,"Other Renewables","Middle East",324
2006,"Other Renewables","Middle East",518.4
2007,"Other Renewables","Middle East",594
2008,"Other Renewables","Middle East",781.2
2009,"Other Renewables","Middle East",1159.2
2010,"Other Renewables","Middle East",1299
2011,"Other Renewables","Middle East",2302.3
2012,"Other Renewables","Middle East",2712
2013,"Other Renewables","Middle East",3850.7
2014,"Other Renewables","Middle East",5275.7
1960,"Other Renewables","North America",118.8
1961,"Other Renewables","North America",338.4
1962,"Other Renewables","North America",360
1963,"Other Renewables","North America",604.8
1964,"Other Renewables","North America",734.4
1965,"Other Renewables","North America",680.4
1966,"Other Renewables","North America",676.8
1967,"Other Renewables","North America",1137.6
1968,"Other Renewables","North America",1569.6
1969,"Other Renewables","North America",2214
1970,"Other Renewables","North America",1893.6
1971,"Other Renewables","North America",1976.4
1972,"Other Renewables","North America",5234.4
1973,"Other Renewables","North America",7624.8
1974,"Other Renewables","North America",10537.2
1975,"Other Renewables","North America",13453.2
1976,"Other Renewables","North America",14997.6
1977,"Other Renewables","North America",14965.2
1978,"Other Renewables","North America",12873.6
1979,"Other Renewables","North America",19461.6
1980,"Other Renewables","North America",27386.1
1981,"Other Renewables","North America",38216.9
1982,"Other Renewables","North America",48551.7
1983,"Other Renewables","North America",68488.1
1984,"Other Renewables","North America",84948.9
1985,"Other Renewables","North America",99646.9
1986,"Other Renewables","North America",117010
1987,"Other Renewables","North America",133203.1
1988,"Other Renewables","North America",134737.2
1989,"Other Renewables","North America",302056.1
1990,"Other Renewables","North America",337443.3
1991,"Other Renewables","North America",373434.4
1992,"Other Renewables","North America",402533.5
1993,"Other Renewables","North America",426647.9
1994,"Other Renewables","North America",441508.2
1995,"Other Renewables","North America",440942.8
1996,"Other Renewables","North America",411692.6
1997,"Other Renewables","North America",444347.8
1998,"Other Renewables","North America",456346.1
1999,"Other Renewables","North America",476500.8
2000,"Other Renewables","North America",500629.9
2001,"Other Renewables","North America",506253.6
2002,"Other Renewables","North America",573599.3
2003,"Other Renewables","North America",635052
2004,"Other Renewables","North America",698345.9
2005,"Other Renewables","North America",765360.3
2006,"Other Renewables","North America",894519.1
2007,"Other Renewables","North America",1099738.8
2008,"Other Renewables","North America",1414756.7
2009,"Other Renewables","North America",1615041
2010,"Other Renewables","North America",1891192.1
2011,"Other Renewables","North America",2151908.9
2012,"Other Renewables","North America",2180984
2013,"Other Renewables","North America",2365121.4
2014,"Other Renewables","North America",2562705.2
